Row.names,above_expected_in,Degree,ClosenessCentrality,BetwenessCentrality,EigenvectorCentrality,OTU,Domain,Phylum,Class,Order,Family,Genus,Species,DADA2_ID,module,Zi,Pi,keystone_taxa,freq_in_4slice,freq_in_control,freq_in_MeJA_0.1,freq_in_MeJA_1.0,freq_in_oral_secretion,control_fit_class,MeJA_0.1_fit_class,MeJA_1.0_fit_class,oral_secretion_fit_class,neutral_score
ASV_187,,5,0.01830341424832,0.00679923196296589,0.000224068604422179,ASV_187,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Pelomonas,s__,d1d2369e5d24e487e8c865eff9161dcb,3,0.158113883008419,0.32,,64,10,5,27,22,As predicted,Below prediction,As predicted,As predicted,7
ASV_188,MeJA_0.1__MeJA_1.0__oral_secretion,5,0.0180388991466416,0.00654935690049712,0.00161689673185071,ASV_188,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Rhodanobacter,s__,7d3529f5bb94888aa8d2f57dc2b10a5d,9,0.611046250313422,0.56,,273,52,80,60,81,As predicted,Above prediction,Above prediction,Above prediction,11
ASV_19,control__MeJA_1.0__oral_secretion,2,0.0104601355078615,6.57565953865173e-06,3.44673769937612e-06,ASV_19,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Rhizobacter,s__,719b5118d4c9e13de0a3ce346e679979,7,0,0,,1770,418,357,470,525,Above prediction,As predicted,Above prediction,Above prediction,11
ASV_191,,10,0.0206624008281021,0.0193850443199453,0,ASV_191,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__,b5bce3728eb4be4791b5e230156bc32f,3,1.34396800557156,0.46,,466,219,125,52,70,As predicted,As predicted,Below prediction,Below prediction,6
ASV_192,MeJA_1.0,6,0.0205204855086356,0.00590494226570925,0.0721748488535967,ASV_192,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Rubrivivax,s__,5aba5eee0c4b449febf57b29b7f19a22,5,-0.538280697913375,0.611111111111111,,219,26,74,77,42,Below prediction,As predicted,Above prediction,As predicted,8
ASV_193,,4,0.0216758358635374,0.000263026381546069,0.000996911765262071,ASV_193,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Dyella,s__,679a4befec179e4816268b4c6a68b830,3,-0.237170824512628,0.375,,125,18,70,20,17,As predicted,As predicted,Below prediction,As predicted,7
ASV_194,control__MeJA_0.1__MeJA_1.0__oral_secretion,2,0.0120647796868539,0.00278150398484968,9.70625211938327e-06,ASV_194,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Puia,s__,e9b119b49fca61fa24ad47b8f696e532,7,0,0,,145,45,29,37,34,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_196,,1,0.013106783964499,0,0,ASV_196,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Pseudoduganella,s__,2ffbc1d96975afde2b439f59e9042c0b,9,-0.987074712044759,0,,57,28,4,8,17,As predicted,As predicted,As predicted,As predicted,8
ASV_197,control__MeJA_0.1__MeJA_1.0,1,0.00943546754020024,0,0.00184105663876609,ASV_197,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__,617e911ace56b36e2f7f7cb29441d6cd,3,-1.02774023955472,0,,301,53,93,85,70,Above prediction,Above prediction,Above prediction,As predicted,11
ASV_198,control__MeJA_0.1__MeJA_1.0__oral_secretion,1,0.0154731599886992,0,1.35291595727694e-06,ASV_198,d__Bacteria,p__Acidobacteriota,c__Holophagae,o__Holophagales,f__Holophagaceae,g__Holophaga,s__,bdf23000c23effc4a03f6e0d0725583e,8,-1.19522860933439,0,,278,55,82,54,87,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_199,,8,0.0224407378971686,0.0133551645230017,0.057716161336693,ASV_199,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__,ddc24800091152e698b23d25fa609944,2,0.384508310771151,0,,251,80,67,12,92,As predicted,Below prediction,Below prediction,As predicted,6
ASV_2,control__MeJA_0.1,3,0.0119479970107123,0.00564191588416318,0,ASV_2,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,f891ffe52fd7840c43d0dc48be903006,1,1.26929551764398,0,,1554,375,378,572,229,Above prediction,Above prediction,As predicted,As predicted,10
ASV_200,control,2,0.00823557008451138,0.00564191588416318,0,ASV_200,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Rhodoferax,s__,13837bfa747bdc609cd17b7ee9cf3807,8,0,0,,530,248,111,86,85,Above prediction,As predicted,As predicted,As predicted,9
ASV_201,MeJA_1.0,2,0.0173439831568957,0.00144006943896473,7.99380943697217e-06,ASV_201,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Dyadobacter,s__,a459c1f75ea027aa68cd65b434ad347f,9,-0.188014230865668,0,,278,89,58,68,63,As predicted,As predicted,Above prediction,As predicted,9
ASV_203,,1,0.0153339046045141,0,0,ASV_203,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Duganella,s__,d40af483ff083f46680c7c02f40e9e07,3,-1.02774023955472,0,,159,63,60,10,26,As predicted,As predicted,As predicted,As predicted,8
ASV_204,MeJA_0.1__MeJA_1.0,7,0.0204771400692802,0.00401115231857755,0,ASV_204,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Paucibacter,s__,0b74c04b93db7eae6a5bd16375d3f8ef,5,0.675886289861155,0,,288,26,121,90,51,As predicted,Above prediction,Above prediction,As predicted,10
ASV_205,,4,0.0207398831199264,0,0.000159189403256865,ASV_205,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,3c3d53e0ded0e38b20433a67464e57f9,3,0.158113883008419,0,,87,27,25,29,6,As predicted,As predicted,As predicted,Below prediction,7
ASV_206,MeJA_0.1,2,0.0164367994078718,0,0.00320200603766696,ASV_206,d__Bacteria,p__Myxococcota,c__Polyangia,o__MSB-4B10,f__MSB-4B10,g__MSB-4B10,s__,78f6c5c95747bbe8fa2316d47187d32e,3,-0.632455532033676,0,,60,15,21,17,7,As predicted,Above prediction,As predicted,As predicted,9
ASV_208,,3,0.014139162145628,0.00564849154370183,0,ASV_208,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,,,53af3d32e60678cbb5e62cabdfa87126,23,1.15470053837925,0.444444444444444,,159,40,17,46,56,As predicted,Below prediction,As predicted,As predicted,7
ASV_21,control__oral_secretion,3,0.0165425821854642,0.0141245166890239,0.000376253254341505,ASV_21,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Rhizobacter,s__,de9add879d755721b46d7ba387766b8d,4,-0.288901419178601,0.444444444444444,,2019,555,457,454,553,Above prediction,As predicted,As predicted,Above prediction,10
ASV_210,,2,0.0230205484249872,0.0112312264920171,0,ASV_210,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__,712570c459ab238706584ba8f75ba2ff,14,-1.41421356237309,0.5,,120,26,24,28,42,As predicted,As predicted,As predicted,As predicted,8
ASV_213,control__MeJA_0.1__MeJA_1.0__oral_secretion,8,0.0212199157618751,0.0386780294063495,0.0137587058671379,ASV_213,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__,8cb24777cb48dde0aac60dfeca125d10,2,0.384508310771151,0,,495,133,112,98,152,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_214,control__MeJA_0.1__MeJA_1.0__oral_secretion,15,0.0226999992575913,0.0670980299324022,0.0565461367918802,ASV_214,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium,s__,507fc372b66c390067560e67c2c87ca2,2,1.60211796154646,0.124444444444444,,325,90,71,72,92,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_217,,2,0.00749683929603203,0.00282753360162024,7.33681401592054e-06,ASV_217,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Pseudoflavitalea,s__,080233c883c9aa55647dec41ec9420d5,7,0,0,,87,8,13,26,40,As predicted,As predicted,As predicted,As predicted,8
ASV_218,,1,0.00627524717130368,0,0,ASV_218,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Phycicoccus,s__,b05e503d3c827d23a3c94c1c0257cfa1,1,-1.26929551764398,0,,338,94,78,67,99,As predicted,As predicted,Below prediction,As predicted,7
ASV_219,MeJA_0.1,2,0.0125100549223475,0.000124937531234383,5.42057271132624e-06,ASV_219,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Taibaiella,s__,6318c3468ce988c7905fc17a803741ee,7,-1.16189500386223,0.5,,224,24,114,42,44,As predicted,Above prediction,As predicted,As predicted,9
ASV_22,control,5,0.0194341885711994,0.0168534153975644,0.000143354548883839,ASV_22,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Rhizobacter,s__,7a40471c4a5947d80474d6529aa539c3,7,2.32379000772445,0.32,,2278,511,585,593,589,Above prediction,As predicted,As predicted,As predicted,9
ASV_223,MeJA_0.1,1,0.0179780283840265,0,0,ASV_223,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Rhodoferax,s__,ae9162ef7d43535e77b7d32ac4db1719,6,-1.20752325327963,0,,638,82,312,100,144,As predicted,Above prediction,As predicted,As predicted,9
ASV_224,MeJA_0.1,1,0.0124733505232683,0,5.56606327969463e-06,ASV_224,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__,253a7230f2465f29a4f710bbbf490c22,8,-1.19522860933439,0,,378,74,136,29,139,As predicted,Above prediction,Below prediction,As predicted,8
ASV_225,,2,0.0183658614074425,0.00844314684762882,0,ASV_225,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__,1141cea390b9bc19623c1ec2af6a0dbf,14,0,0,,97,10,40,26,21,As predicted,As predicted,As predicted,As predicted,8
ASV_226,,1,0.013926862278442,0,0,ASV_226,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Polaromonas,s__,fb58737cfefe5c5d9be6352154b96e13,3,-1.02774023955472,0,,110,45,20,10,35,As predicted,Below prediction,Below prediction,As predicted,6
ASV_227,control__MeJA_0.1__MeJA_1.0__oral_secretion,2,0.0154767239998017,0.00564191588416318,9.14569574370445e-06,ASV_227,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,s__,b2ceeb0d9b9d862eb7a9c7421190ed6a,21,-0.577350269189626,0.5,,236,36,98,40,62,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_228,,2,0.0168995703386164,0.0111983481943239,0,ASV_228,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__,7e5e0f31bea6881e5fc4e59768e8d752,10,0.199637352376173,0,,104,7,31,27,39,Below prediction,As predicted,As predicted,As predicted,7
ASV_229,MeJA_0.1__MeJA_1.0,8,0.0250634341929218,0.0462794918330309,0.00444366173569277,ASV_229,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__,cb4393cc6e3aa3844785473bc0ea3332,5,0.372344542917522,0.40625,,258,69,82,53,54,As predicted,Above prediction,Above prediction,As predicted,10
ASV_233,,15,0.0236996987218106,0.085963597148794,0,ASV_233,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__,7f09498fb455a333197f691f08b55bc7,3,3.3203915431768,0.346666666666667,Keystone,411,255,76,61,19,As predicted,Below prediction,Below prediction,Below prediction,5
ASV_234,,2,0.0199990462345959,0.000223572424314159,0.00107596378898118,ASV_234,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Kribbella,s__,784745c07ceaabc2d2203eb2e3351547,15,-0.866025403784439,0.5,,69,33,18,13,5,As predicted,As predicted,As predicted,As predicted,8
ASV_235,control__MeJA_0.1__MeJA_1.0__oral_secretion,12,0.0219576279059147,0.0186748730897709,0,ASV_235,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__,d6021e8944aae0cc28b535070bee815c,2,0.993313136158807,0.152777777777778,,500,115,138,110,137,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_238,,2,0.018515082002081,0,0.0116793175308456,ASV_238,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,,,472494d46cc071ea4f518b532c441827,10,-0.998186761880863,0.5,,136,37,10,46,43,As predicted,Below prediction,As predicted,As predicted,7
ASV_24,,11,0.0200125593600253,0.0127304768668297,0.0149033288405946,ASV_24,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Mesorhizobium,s__,9554c4285d3f4f6e7e9384b5d21b3274,5,1.58651153069205,0.165289256198347,,3097,743,719,808,827,As predicted,As predicted,As predicted,As predicted,8
ASV_243,MeJA_1.0,1,0.00884917503006823,0,1.4292842267286e-08,ASV_243,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,s__,84cfb99ca8d2e841b7fdd082092d4c5e,1,-1.26929551764398,0,,256,71,68,59,58,As predicted,As predicted,Above prediction,Below prediction,8
ASV_245,control__MeJA_0.1__MeJA_1.0__oral_secretion,18,0.0254562716283781,0.135123227859754,0.00807725856632325,ASV_245,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium-Methylorubrum,s__,4715d00a2315b24a3fcc1b66ae839a94,3,1.73925271309261,0.672839506172839,Keystone,334,121,99,62,52,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_247,MeJA_0.1__oral_secretion,2,0.0139380622269081,0,0,ASV_247,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__,a6694448f4b5f465459d3adc8fb9947c,4,-0.288901419178601,0,,154,26,37,38,53,As predicted,Above prediction,As predicted,Above prediction,10
ASV_248,MeJA_0.1,4,0.0147182539842279,0.00844314684762882,0.0240053568568307,ASV_248,d__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__0319-6G20,g__0319-6G20,s__,689751fdfd9d5d6659465a019b6054af,5,-0.538280697913375,0.375,,523,37,162,194,130,Below prediction,Above prediction,As predicted,As predicted,8
ASV_25,control__MeJA_0.1__MeJA_1.0__oral_secretion,2,0.0124392690119233,0,0.000565857284729371,ASV_25,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter,s__,fc672ff88dc475b143532167712d4329,5,-0.841822444857007,0,,744,193,222,142,187,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_250,MeJA_0.1__MeJA_1.0,9,0.0207965481749362,0.00947552539519714,0.0174872030053754,ASV_250,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,s__,fc02b7e9eff4e923e797388d6d09a803,2,-0.224296514616505,0.493827160493827,,156,22,46,69,19,Below prediction,Above prediction,Above prediction,As predicted,9
ASV_253,control,1,0.00683494276611122,0,0,ASV_253,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Neorhizobium,s__,544773382737ec99af9260c4b53eae7e,4,-1.13153055844952,0,,64,36,15,5,8,Above prediction,As predicted,As predicted,As predicted,9
ASV_254,control__MeJA_0.1__MeJA_1.0__oral_secretion,12,0.0202609402900819,0.0250138088850312,0.0199540834200043,ASV_254,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__,441724764fa78ad0690f876ea8c2a8f9,2,0.790378194362921,0.291666666666667,,422,92,128,90,112,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_256,,2,0.0188781859283723,3.28782976932586e-05,0,ASV_256,d__Bacteria,p__Armatimonadota,c__Fimbriimonadia,o__Fimbriimonadales,f__Fimbriimonadaceae,g__Fimbriimonadaceae,s__,d09653bfe247477c6927c484ef9f900f,2,-0.83310134000416,0,,89,28,15,25,21,As predicted,As predicted,As predicted,As predicted,8
ASV_26,control__MeJA_0.1__MeJA_1.0__oral_secretion,8,0.0157004565370815,0.0109024435150846,0.000988277521705853,ASV_26,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Mesorhizobium,s__,5ad7f4f85a771f1f2f2df1f44ef66eae,5,0.06880279597389,0.46875,,1274,242,282,390,360,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_260,control__MeJA_0.1__MeJA_1.0__oral_secretion,8,0.0176102903354773,0.0392238091480576,0.015068747708259,ASV_260,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Labraceae,g__Labrys,s__,1c7662e5f994596f468304d3cdc049e8,4,2.23898599863415,0.53125,,450,65,143,154,88,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_267,,3,0.0107524328968722,0.00564849154370183,0,ASV_267,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__,471938857d23b7da65c876d8bebbb902,3,-0.237170824512628,0,,275,44,85,53,93,Below prediction,As predicted,As predicted,As predicted,7
ASV_268,MeJA_1.0,3,0.023889288559604,0.00978458139351377,0,ASV_268,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,s__,f97216862526f767d2ac58eb0db875d3,7,-1.16189500386223,0.666666666666667,,52,5,8,28,11,As predicted,As predicted,Above prediction,As predicted,9
ASV_269,oral_secretion,6,0.0232213950132007,0.0283608195902049,0.00226168894414748,ASV_269,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__,4ba488fe6cd44569c6227acc4610ad8c,3,0.158113883008419,0.5,,137,32,38,31,36,As predicted,As predicted,As predicted,Above prediction,9
ASV_27,,5,0.0159683319319878,0.000309055998316631,0.000193933739832007,ASV_27,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,s__,e405a6746c773112d9e57378cc4ca60a,5,0.06880279597389,0,,2992,681,711,811,789,As predicted,As predicted,As predicted,As predicted,8
ASV_271,MeJA_0.1__MeJA_1.0__oral_secretion,6,0.0200425833833402,0.00682553460112049,0,ASV_271,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__67-14,g__67-14,s__,64a97d7a97b23e806d2f78fae078e5ec,1,0,0.722222222222222,,144,20,44,50,30,As predicted,Above prediction,Above prediction,Above prediction,11
ASV_272,control__MeJA_0.1__MeJA_1.0__oral_secretion,15,0.0225327252357678,0.0412228096478077,0,ASV_272,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,,,e4613628b83923c265a0c24efb0244f4,2,1.60211796154646,0.124444444444444,,378,107,90,72,109,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_273,,5,0.0160642495578154,0.00150582603435125,0,ASV_273,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Labraceae,g__Labrys,s__,edf5ff8155f0c0c1b75d436cf08ac4eb,5,-0.538280697913375,0.48,,193,44,18,55,76,Below prediction,Below prediction,As predicted,As predicted,6
ASV_274,,2,0.0219403768301073,0,0.00129547255227314,ASV_274,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,36a8dae6549d9d5572deb425fe539f44,2,-0.83310134000416,0,,68,,6,38,24,,As predicted,As predicted,As predicted,
ASV_276,,2,0.0112739655384359,0.000710171230174386,3.75102330664601e-06,ASV_276,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,s__,bbfce186c766165bbe7de41b5cb54c92,7,0,0,,116,21,24,44,27,As predicted,As predicted,As predicted,As predicted,8
ASV_277,,2,0.0115756951276266,0.00423472474289171,0.00977536269533131,ASV_277,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,b893c5c1efc64f8ebc128c5270c55863,7,0,0,,92,25,30,22,15,As predicted,As predicted,As predicted,As predicted,8
ASV_28,MeJA_1.0,15,0.0207122061025566,0.0303663957494937,0,ASV_28,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__,70a06186aa6c679e9d9b9e2856362413,5,2.80067851846658,0.124444444444444,,1837,369,403,743,322,As predicted,As predicted,Above prediction,As predicted,9
ASV_280,,2,0.00711105933780733,0.00282753360162024,1.44649237820986e-05,ASV_280,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Dyadobacter,s__,363295e47e381382ce7096b4f5fd83b7,4,-0.288901419178601,0,,215,15,26,100,74,As predicted,Below prediction,As predicted,As predicted,7
ASV_281,,2,0.0103932539579291,0.00564191588416318,3.55366570556241e-05,ASV_281,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,f35a4d1431f0030d7cf28641896f0cd8,7,0,0,,129,18,66,32,13,As predicted,As predicted,As predicted,As predicted,8
ASV_282,,2,0.0154769767706937,0.00564191588416318,0,ASV_282,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Duganella,s__,e7aa64117d2516448619f73771e227b6,4,-0.288901419178601,0,,127,51,31,3,42,As predicted,Below prediction,Below prediction,As predicted,6
ASV_283,,3,0.0183855923148818,0.00289329019700676,0,ASV_283,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium,s__,b1334ca24f062dbfda771b824f6798ca,6,-0.0966018602623706,0.444444444444444,,263,66,37,95,65,As predicted,As predicted,As predicted,As predicted,8
ASV_284,,6,0.0169473535576734,0.0187274783660801,0,ASV_284,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,,,647fe99b21da7fdc24719659f033488e,2,-0.224296514616505,0.277777777777778,,458,129,151,44,134,As predicted,As predicted,Below prediction,As predicted,7
ASV_285,,4,0.0183101463931472,0.00353112917225598,0.0011222111402564,ASV_285,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,,,e987d40dd16128320df4566079fa2994,17,1.61374306091976,0,,44,19,6,6,13,As predicted,As predicted,As predicted,As predicted,8
ASV_286,,2,0.0144839538633302,0,0,ASV_286,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Conexibacter,s__,3ab217cb0bb05724ab85922ee57cdb25,6,-0.0966018602623706,0,,98,12,24,26,36,As predicted,As predicted,As predicted,As predicted,8
ASV_288,MeJA_1.0__oral_secretion,3,0.0146287751073092,0.000881138378179331,0,ASV_288,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__,9132d8fd888600b5875f8d98821f42c0,4,0.553727720092318,0,,65,21,10,16,18,As predicted,As predicted,Above prediction,Above prediction,10
ASV_289,,1,0.0143251512664374,0,1.50919839826314e-07,ASV_289,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter,s__,151ec9f0160793f01eda5da1785159eb,10,-0.998186761880863,0,,47,3,23,15,6,As predicted,As predicted,As predicted,As predicted,8
ASV_29,control__MeJA_0.1__MeJA_1.0__oral_secretion,3,0.0213887380783334,0,0.00151029845033415,ASV_29,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Bradyrhizobium,s__,fb75fa1fac5ad54c9d64c653e50a7126,5,-0.538280697913375,0,,1651,422,374,418,437,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_290,,2,0.0218955178508355,0.00282753360162024,0.000892820500204881,ASV_290,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,,,56e96e54103e1addf62714f59eb9548a,2,-0.83310134000416,0,,112,15,35,35,27,As predicted,As predicted,As predicted,As predicted,8
ASV_293,,1,0.0214816345736736,0,8.11098921139354e-05,ASV_293,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,,,64791e1a79b9633c2608decf06a14e90,3,-1.02774023955472,0,,139,59,57,14,9,As predicted,Below prediction,Below prediction,Below prediction,5
ASV_294,MeJA_1.0,4,0.0152972293811924,0.00304453036639575,0,ASV_294,d__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae,g__uncultured,s__,520bf15ba1dcf6fb52d03eb8b3f71aa7,4,1.39635685936324,0,,50,11,5,19,15,As predicted,As predicted,Above prediction,As predicted,9
ASV_295,control__MeJA_0.1__MeJA_1.0__oral_secretion,22,0.0252802975879407,0.0471540545516715,0,ASV_295,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Pseudarthrobacter,s__,d24ed2699c38d9336b710a2e643a773b,2,2.21092278693412,0.388429752066116,,432,129,106,90,107,Above prediction,Above prediction,Above prediction,Above prediction,12
ASV_296,control__oral_secretion,1,0.0198235403717876,0,9.27432162471262e-05,ASV_296,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__uncultured,g__uncultured,s__,6436a7266d2275ac9f2dac6ed7d7b231,2,-1.03603628180005,0,,311,66,96,61,88,Above prediction,As predicted,As predicted,Above prediction,10
